idx,commune,district,voivodeship,sth1,sth2,sth3,sth4
1816033,gmina Boguchwała,rzeszowski,podkarpackie,"88,96",20817,234,"8,8"
1213011,Oświęcim,oświęcimski,małopolskie,30,37826,"1260,87","-8,01"
0411022,gmina Bytoń,radziejowski,kujawsko-pomorskie,"73,37",3431,"46,76","-8,69"
0603062,gmina Kamień,chełmski,lubelskie,"96,83",4174,"43,11","5,41"
0606112,gmina Żółkiewka,krasnostawski,lubelskie,"129,68",5280,"40,72","-15,01"
3019011,Piła,pilski,wielkopolskie,"102,68",72949,"710,45","-4,43"
1211052,gmina Jabłonka,nowotarski,małopolskie,"212,73",18694,"87,88","3,77"
1201072,gmina Rzezawa,bocheński,małopolskie,"86,35",11387,"131,87","5,65"
0410053,gmina Szubin,nakielski,kujawsko-pomorskie,"332,26",24872,"74,86","3,97"
1009072,gmina Strzelce Wielkie,pajęczański,łódzkie,78,4561,"58,47","-5,35"
1816023,gmina Błażowa,rzeszowski,podkarpackie,"112,6",10848,"96,34","0,99"
1004072,gmina Świnice Warckie,łęczycki,łódzkie,"93,47",3891,"41,63",-5
1406042,gmina Goszczyn,grójecki,mazowieckie,"57,5",2967,"51,6","-2,13"
1409033,gmina Lipsko,lipski,mazowieckie,"135,25",10919,"80,73","-9,7"
2002063,gmina Łapy,białostocki,podlaskie,"127,65",21794,"170,73","-4,94"
3030023,gmina Miłosław,wrzesiński,wielkopolskie,"132,12",10164,"76,93","-6,7"
0225033,gmina Bogatynia,zgorzelecki,dolnośląskie,"136,12",22800,"167,5","-11,25"
2606072,gmina Tarłów,opatowski,świętokrzyskie,"163,35",5110,"31,28","-11,16"
1216032,gmina Lisia Góra,tarnowski,małopolskie,"104,32",15430,"147,91","6,63"
2208052,gmina Wicko,lęborski,pomorskie,"215,29",6025,"27,99","0,06"
1424062,gmina Winnica,pułtuski,mazowieckie,"115,04",4113,"35,75","2,12"
3014022,gmina Kwilcz,międzychodzki,wielkopolskie,"141,76",6337,"44,7","-3,03"
1429082,gmina Sokołów Podlaski,sokołowski,mazowieckie,"136,61",6022,"44,08","0,11"
1012132,gmina Wielgomłyny,radomszczański,łódzkie,"123,15",4538,"36,85","-10,71"
0404032,gmina Kijewo Królewskie,chełmiński,kujawsko-pomorskie,"71,84",4528,"63,03","2,89"
0810043,gmina Iłowa,żagański,lubuskie,"153,03",6823,"44,59","-6,03"
3206012,gmina Banie,gryfiński,zachodniopomorskie,"206,3",6282,"30,45","-6,18"
3028042,gmina Mieścisko,wągrowiecki,wielkopolskie,"135,06",5940,"43,98","-4,34"
1407062,gmina Magnuszew,kozienicki,mazowieckie,"141,06",6727,"47,69","-3,25"
0618032,gmina Jarczów,tomaszowski,lubelskie,"106,64",3352,"31,43","-14,49"
1020052,gmina Głowno,zgierski,łódzkie,"104,77",4817,"45,98","0,83"
0809063,gmina Sulechów,zielonogórski,lubuskie,"236,66",26599,"112,39","1,9"
3019093,gmina Wysoka,pilski,wielkopolskie,"122,99",6519,53,"-9,38"
2613012,gmina Kluczewsko,włoszczowski,świętokrzyskie,"136,87",5186,"37,89","-1,41"
1422062,gmina Krzynowłoga Mała,przasnyski,mazowieckie,"184,87",3427,"18,54","-7,57"
1435053,gmina Wyszków,wyszkowski,mazowieckie,"165,18",39728,"240,51","2,86"
3204073,gmina Stepnica,goleniowski,zachodniopomorskie,"293,13",4873,"16,62","-3,8"
2210032,gmina Ostaszewo,nowodworski,pomorskie,"60,7",3209,"52,87","-3,51"
0607092,gmina Wilkołaz,kraśnicki,lubelskie,"81,7",5520,"67,56","-1,98"
0614011,Puławy,puławski,lubelskie,"50,49",47226,"935,35","-7,37"
1412082,gmina Jakubów,miński,mazowieckie,"86,98",5111,"58,76","3,15"
1015022,gmina Głuchów,skierniewicki,łódzkie,"110,73",5699,"51,47","-7,66"
2215072,gmina Luzino,wejherowski,pomorskie,"111,47",16675,"149,59","18,97"
0202033,gmina Pieszyce,dzierżoniowski,dolnośląskie,"63,61",9397,"147,73","-7,34"
1812073,gmina Ulanów,niżański,podkarpackie,"119,37",8242,"69,05","-4,73"
3028053,gmina Skoki,wągrowiecki,wielkopolskie,"198,49",9768,"49,21","10,03"
1420113,gmina Sochocin,płoński,mazowieckie,"122,19",5781,"47,31","-5,02"
0806043,gmina Strzelce Krajeńskie,strzelecko-drezdenecki,lubuskie,"318,98",16923,"53,05","-6,74"
0408011,Lipno,lipnowski,kujawsko-pomorskie,"10,99",14307,"1301,82","-5,35"
1426072,gmina Przesmyki,siedlecki,mazowieckie,"117,25",3156,"26,92","-10,14"
1401063,gmina Wyśmierzyce,białobrzeski,mazowieckie,"105,79",2764,"26,13","-5,6"
3204062,gmina Przybiernów,goleniowski,zachodniopomorskie,"228,87",4998,"21,84","-6,19"
0661011,Biała Podlaska,Biała Podlaska,lubelskie,"49,4",57194,"1157,77","-0,84"
2815073,gmina Miłomłyn,ostródzki,warmińsko-mazurskie,"160,6",4894,"30,47","-9,29"
2812052,gmina Nowe Miasto Lubawskie,nowomiejski,warmińsko-mazurskie,"138,47",8267,"59,7","3,33"
1808042,gmina Leżajsk,leżajski,podkarpackie,"198,89",20256,"101,85","1,09"
1421021,Pruszków,pruszkowski,mazowieckie,"19,19",62489,"3256,33","8,11"
1212011,Bukowno,olkuski,małopolskie,"64,59",10034,"155,35","-8,97"
3007022,gmina Brzeziny,kaliski,wielkopolskie,"126,95",5818,"45,83",-2
1016011,Tomaszów Mazowiecki,tomaszowski,łódzkie,"41,3",61645,"1492,62","-9,13"
0619022,gmina Hanna,włodawski,lubelskie,"139,29",2827,"20,3","-13,98"
2401081,Sławków,będziński,śląskie,"36,67",6991,"190,65","-3,88"
1807102,gmina Jaśliska,krośnieński,podkarpackie,"165,86",2177,"13,13","-9,46"
2206062,gmina Lipusz,kościerski,pomorskie,"108,95",3759,"34,5","6,65"
1016062,gmina Lubochnia,tomaszowski,łódzkie,"131,37",7200,"54,81","0,74"
0607102,gmina Zakrzówek,kraśnicki,lubelskie,"99,17",6437,"64,91","-5,48"
0408092,gmina Wielgie,lipnowski,kujawsko-pomorskie,"133,68",6671,"49,9","-7,29"
2610022,gmina Bliżyn,skarżyski,świętokrzyskie,"141,2",8016,"56,77","-7,9"
0663011,Lublin,Lublin,lubelskie,"147,47",339547,"2302,48","-0,67"
3206043,gmina Gryfino,gryfiński,zachodniopomorskie,"253,9",31752,"125,06","-4,4"
1206012,gmina Czernichów,krakowski,małopolskie,"84,22",14727,"174,86","5,12"
0411072,gmina Topólka,radziejowski,kujawsko-pomorskie,"102,88",4782,"46,48","-7,96"
0604062,gmina Trzeszczany,hrubieszowski,lubelskie,"90,29",4090,"45,3","-14,33"
2404052,gmina Kłomnice,częstochowski,śląskie,"147,73",13436,"90,95","-4,79"
2008022,gmina Jasionówka,moniecki,podlaskie,"96,8",2750,"28,41","-8,34"
1204062,gmina Radgoszcz,dąbrowski,małopolskie,"88,1",7438,"84,43","1,12"
0808012,gmina Lubrza,świebodziński,lubuskie,"122,25",3563,"29,15","-0,56"
1412112,gmina Mińsk Mazowiecki,miński,mazowieckie,"112,31",15563,"138,57","8,58"
1014011,Sieradz,sieradzki,łódzkie,"51,22",41724,"814,6","-7,31"
3210022,gmina Boleszkowice,myśliborski,zachodniopomorskie,"130,49",2831,"21,7","-5,7"
1007062,gmina Poświętne,opoczyński,łódzkie,"140,81",3115,"22,12","-10,27"
0607083,gmina Urzędów,kraśnicki,lubelskie,"118,54",8557,"72,19","-4,21"
2604153,gmina Pierzchnica,kielecki,świętokrzyskie,"104,7",4692,"44,81","-6,11"
1608033,gmina Olesno,oleski,opolskie,"240,9",17744,"73,66","-1,35"
1208072,gmina Słaboszów,miechowski,małopolskie,"76,77",3514,"45,77","-8,49"
1426022,gmina Korczew,siedlecki,mazowieckie,"104,95",2590,"24,68","-11,94"
2212032,gmina Dębnica Kaszubska,słupski,pomorskie,"299,52",9498,"31,71","-8,22"
2816033,gmina Pisz,piski,warmińsko-mazurskie,"633,7",27616,"43,58","-3,36"
3027033,gmina Dobra,turecki,wielkopolskie,"131,8",6108,"46,34","-5,02"
2803043,gmina Lidzbark,działdowski,warmińsko-mazurskie,"254,88",13999,"54,92","-9,51"
1415083,gmina Myszyniec,ostrołęcki,mazowieckie,"226,81",10414,"45,92","-3,53"
0407063,gmina Kruszwica,inowrocławski,kujawsko-pomorskie,"262,41",19121,"72,87","-7,06"
0807053,gmina Torzym,sulęciński,lubuskie,"375,2",6802,"18,13","-0,59"
1201063,gmina Nowy Wiśnicz,bocheński,małopolskie,"82,16",14230,"173,2","7,9"
2011043,gmina Krynki,sokólski,podlaskie,"166,04",3002,"18,08","-14,77"
2405073,gmina Toszek,gliwicki,śląskie,"99,82",9356,"93,73","-2,38"
2205032,gmina Przodkowo,kartuski,pomorskie,"85,18",9803,"115,09","26,62"
1218093,gmina Wadowice,wadowicki,małopolskie,"112,83",37821,"335,2","-1,15"
2001032,gmina Bargłów Kościelny,augustowski,podlaskie,"187,81",5473,"29,14","-10,03"
2413021,Miasteczko Śląskie,tarnogórski,śląskie,"67,83",7422,"109,42","0,36"
1403072,gmina Maciejowice,garwoliński,mazowieckie,"174,04",6880,"39,53","-5,75"
0601162,gmina Terespol,bialski,lubelskie,"141,49",6664,"47,1","-6,71"
0614062,gmina Kurów,puławski,lubelskie,"100,99",7632,"75,57","-3,56"
3016023,gmina Rogoźno,obornicki,wielkopolskie,"216,24",18356,"84,89","2,68"
1002092,gmina Oporów,kutnowski,łódzkie,"67,85",2487,"36,65","-13,56"
2204022,gmina Cedry Wielkie,gdański,pomorskie,"124,27",6973,"56,11","1,25"
1425072,gmina Kowala,radomski,mazowieckie,"74,68",12242,"163,93","4,37"
1807092,gmina Wojaszówka,krośnieński,podkarpackie,"83,37",9358,"112,25","2,65"
1401022,gmina Promna,białobrzeski,mazowieckie,"120,26",5528,"45,97","-2,88"
1015072,gmina Nowy Kawęczyn,skierniewicki,łódzkie,"104,22",3374,"32,37","-0,39"
1001083,gmina Zelów,bełchatowski,łódzkie,"167,09",14959,"89,53","-0,98"
1605013,gmina Gogolin,krapkowicki,opolskie,"100,57",12689,"126,17","3,97"
2211011,Hel,pucki,pomorskie,"21,72",3240,"149,17","-17,19"
0607072,gmina Trzydnik Duży,kraśnicki,lubelskie,"104,11",6395,"61,43","-4,14"
1413072,gmina Szreńsk,mławski,mazowieckie,"109,39",4096,"37,44","-11,3"
1013042,gmina Rawa Mazowiecka,rawski,łódzkie,"163,23",8792,"53,86","3,59"
0609022,gmina Borzechów,lubelski,lubelskie,"67,46",3769,"55,87","-0,35"
1208032,gmina Kozłów,miechowski,małopolskie,"85,75",4572,"53,32","-9,02"
1403082,gmina Miastków Kościelny,garwoliński,mazowieckie,"85,28",4862,"57,01","-0,48"
2610011,Skarżysko-Kamienna,skarżyski,świętokrzyskie,"64,39",44578,"692,31","-11,91"
2010011,Siemiatycze,siemiatycki,podlaskie,"36,25",14294,"394,32","-6,7"
2212082,gmina Słupsk,słupski,pomorskie,"261,73",18354,"70,13","15,39"
2201012,gmina Borzytuchom,bytowski,pomorskie,"108,52",3397,"31,3","20,11"
1438042,gmina Radziejowice,żyrardowski,mazowieckie,"73,01",5859,"80,25","11,35"
2208021,Łeba,lęborski,pomorskie,"14,81",3572,"241,19","-13,35"
2404152,gmina Rędziny,częstochowski,śląskie,"41,23",9900,"240,12","-4,11"
3013043,gmina Rydzyna,leszczyński,wielkopolskie,"135,6",9744,"71,86","20,74"
1402072,gmina Opinogóra Górna,ciechanowski,mazowieckie,"139,04",5941,"42,73","-3,51"
2403092,gmina Istebna,cieszyński,śląskie,"84,32",12183,"144,49","2,64"
3002011,Czarnków,czarnkowsko-trzcianecki,wielkopolskie,"10,17",10547,"1037,07","-8,79"
2012042,gmina Przerośl,suwalski,podlaskie,"123,62",2905,"23,5","-7,24"
0802063,gmina Krosno Odrzańskie,krośnieński,lubuskie,"212,4",17639,"83,05","-7,65"
0615011,Radzyń Podlaski,radzyński,lubelskie,"19,31",15589,"807,3","-5,73"
1607073,gmina Paczków,nyski,opolskie,"79,98",12482,"156,06","-7,86"
3013062,gmina Wijewo,leszczyński,wielkopolskie,"61,84",3833,"61,98","1,83"
1214033,gmina Nowe Brzesko,proszowicki,małopolskie,"54,42",5693,"104,61","-1,81"
3216033,gmina Połczyn-Zdrój,świdwiński,zachodniopomorskie,"344,28",15059,"43,74","-9,34"
2406062,gmina Panki,kłobucki,śląskie,"54,94",5035,"91,65","-4,33"
1815012,gmina Iwierzyce,ropczycko-sędziszowski,podkarpackie,"65,52",7747,"118,24","1,12"
1820022,gmina Gorzyce,tarnobrzeski,podkarpackie,"68,9",13081,"189,85","-5,69"
0608032,gmina Firlej,lubartowski,lubelskie,"126,46",5869,"46,41","-2,82"
3006043,gmina Żerków,jarociński,wielkopolskie,"170,15",10232,"60,14","-4,71"
1428072,gmina Sochaczew,sochaczewski,mazowieckie,"91,38",11032,"120,73","11,03"
2416063,gmina Ogrodzieniec,zawierciański,śląskie,"84,73",9046,"106,76","-5,72"
3027082,gmina Turek,turecki,wielkopolskie,"109,25",10055,"92,04","13,45"
2201102,gmina Tuchomie,bytowski,pomorskie,"110,2",4291,"38,94","4,7"
2802072,gmina Wilczęta,braniewski,warmińsko-mazurskie,"147,85",2957,20,"-11,24"
2814082,gmina Kolno,olsztyński,warmińsko-mazurskie,"178,59",3121,"17,48","-14,12"
0602092,gmina Łukowa,biłgorajski,lubelskie,"148,72",4204,"28,27","-6,5"
1812032,gmina Jeżowe,niżański,podkarpackie,"123,93",10097,"81,47","-1,68"
2202043,gmina Czersk,chojnicki,pomorskie,"380,11",21606,"56,84","0,08"
0261011,Jelenia Góra,Jelenia Góra,dolnośląskie,"109,22",78778,"721,28","-6,46"
1418043,gmina Piaseczno,piaseczyński,mazowieckie,"128,26",85730,"668,41","15,41"
3209042,gmina Manowo,koszaliński,zachodniopomorskie,"188,31",6950,"36,91","2,17"
0606011,Krasnystaw,krasnostawski,lubelskie,"42,13",18523,"439,66","-7,24"
1417062,gmina Osieck,otwocki,mazowieckie,"67,98",3653,"53,74","6,75"
1403021,Łaskarzew,garwoliński,mazowieckie,"15,35",4835,"314,98","-3,02"
1807043,gmina Jedlicze,krośnieński,podkarpackie,"58,57",15428,"263,41","-1,42"
2609062,gmina Obrazów,sandomierski,świętokrzyskie,"71,56",6358,"88,85","-6,98"
1403042,gmina Garwolin,garwoliński,mazowieckie,"135,76",13288,"97,88","3,49"
2414011,Bieruń,bieruńsko-lędziński,śląskie,"40,49",19457,"480,54","-3,5"
0613022,gmina Jabłoń,parczewski,lubelskie,"110,35",3861,"34,99","-3,34"
3208011,Kołobrzeg,kołobrzeski,zachodniopomorskie,"25,67",46271,"1802,53","-1,84"
1427052,gmina Sierpc,sierpecki,mazowieckie,"150,09",7002,"46,65","-5,32"
1813042,gmina Krasiczyn,przemyski,podkarpackie,"124,36",5172,"41,59","1,49"
2215031,Wejherowo,wejherowski,pomorskie,"26,99",49351,"1828,49","-4,45"
1206143,gmina Świątniki Górne,krakowski,małopolskie,"20,35",10254,"503,88","11,81"
1601062,gmina Olszanka,brzeski,opolskie,"92,76",4901,"52,84","-1,9"
0606102,gmina Siennica Różana,krasnostawski,lubelskie,"98,4",4107,"41,74","-6,88"
3207063,gmina Wolin,kamieński,zachodniopomorskie,"327,46",12105,"36,97","-3,26"
3218053,gmina Węgorzyno,łobeski,zachodniopomorskie,"256,18",6862,"26,79",-10
3024053,gmina Ostroróg,szamotulski,wielkopolskie,"84,8",4928,"58,11","-5,02"
0611042,gmina Krzywda,łukowski,lubelskie,"160,96",10434,"64,82","-2,64"
2403072,gmina Goleszów,cieszyński,śląskie,"65,87",13178,"200,06","1,88"
0614052,gmina Końskowola,puławski,lubelskie,"89,88",8774,"97,62","-4,41"
2803022,gmina Działdowo,działdowski,warmińsko-mazurskie,"272,17",9837,"36,14","-1,39"
2404132,gmina Poczesna,częstochowski,śląskie,"59,98",12690,"211,57","-1,68"
0218052,gmina Udanin,średzki,dolnośląskie,"110,89",5067,"45,69","-11,69"
1008032,gmina Dłutów,pabianicki,łódzkie,"101,23",4675,"46,18","8,48"
0605022,gmina Chrzanów,janowski,lubelskie,"71,69",2904,"40,51","-4,89"
3021093,gmina Kórnik,poznański,wielkopolskie,"186,12",30379,"163,22","50,33"
1415102,gmina Rzekuń,ostrołęcki,mazowieckie,"130,89",10897,"83,25","5,44"
0605042,gmina Godziszów,janowski,lubelskie,"101,67",5791,"56,96","-6,03"
1810011,Łańcut,łańcucki,podkarpackie,"19,42",17686,"910,71","-1,32"
0805022,gmina Górzyca,słubicki,lubuskie,"145,42",4291,"29,51","2,58"
3001043,gmina Margonin,chodzieski,wielkopolskie,"123,13",6449,"52,38","3,64"
1434062,gmina Jadów,wołomiński,mazowieckie,"116,58",7456,"63,96","-5,53"
3017052,gmina Przygodzice,ostrowski,wielkopolskie,"163,39",12192,"74,62","4,61"
2215011,Reda,wejherowski,pomorskie,"33,46",26535,"793,04","21,59"
2213021,Skórcz,starogardzki,pomorskie,"3,63",3624,"998,35","7,28"
0208051,Polanica-Zdrój,kłodzki,dolnośląskie,"17,22",6275,"364,4","-9,74"
0616032,gmina Nowodwór,rycki,lubelskie,"71,87",4064,"56,55","-7,91"
1810062,gmina Rakszawa,łańcucki,podkarpackie,"66,46",7370,"110,89","3,05"
1818042,gmina Radomyśl nad Sanem,stalowowolski,podkarpackie,"133,9",7315,"54,63","-0,55"
2417072,gmina Łękawica,żywiecki,śląskie,"42,77",4548,"106,34","2,06"
1202012,gmina Borzęcin,brzeski,małopolskie,"102,7",8304,"80,86","-2,99"
1804082,gmina Radymno,jarosławski,podkarpackie,"182,18",11404,"62,6","-0,88"
0801052,gmina Lubiszyn,gorzowski,lubuskie,"205,26",6898,"33,61","1,55"
0419052,gmina Rogowo,żniński,kujawsko-pomorskie,"178,85",6805,"38,05","-3,79"
2803011,Działdowo,działdowski,warmińsko-mazurskie,"11,47",21216,"1849,69","-2,22"
1609103,gmina Prószków,opolski,opolskie,"118,26",9106,77,"-0,8"
3016032,gmina Ryczywół,obornicki,wielkopolskie,"154,76",7287,"47,09","-3,81"
1419053,gmina Drobin,płocki,mazowieckie,"143,5",7875,"54,88","-9,22"
3002052,gmina Lubasz,czarnkowsko-trzcianecki,wielkopolskie,"167,27",7715,"46,12","-1,55"
1404052,gmina Szczawin Kościelny,gostyniński,mazowieckie,"127,16",4834,"38,02","-5,46"
2210011,Krynica Morska,nowodworski,pomorskie,"116,01",1279,"11,02","-11,21"
1807033,gmina Iwonicz-Zdrój,krośnieński,podkarpackie,"45,5",10846,"238,37","-3,75"
1426102,gmina Suchożebry,siedlecki,mazowieckie,"100,54",4677,"46,52","-2,76"
0603032,gmina Chełm,chełmski,lubelskie,"221,8",15045,"67,83","10,4"
2409011,Myszków,myszkowski,śląskie,"73,59",31454,"427,42","-6,79"
0806013,gmina Dobiegniew,strzelecko-drezdenecki,lubuskie,"351,27",6494,"18,49","-9,17"
1803042,gmina Dębica,dębicki,podkarpackie,"137,9",25890,"187,74","3,11"
0203062,gmina Żukowice,głogowski,dolnośląskie,"68,26",3464,"50,75","-2,01"
0407022,gmina Dąbrowa Biskupia,inowrocławski,kujawsko-pomorskie,"147,28",5076,"34,46","-3,91"
1009082,gmina Sulmierzyce,pajęczański,łódzkie,"82,74",4437,"53,63","-1,27"
1438023,gmina Mszczonów,żyrardowski,mazowieckie,"151,85",11512,"75,81","-1,7"
1802042,gmina Haczów,brzozowski,podkarpackie,"71,65",9122,"127,31","-2,87"
1418023,gmina Konstancin-Jeziorna,piaseczyński,mazowieckie,"78,58",24697,"314,29","-0,58"
1805092,gmina Skołyszyn,jasielski,podkarpackie,"78,49",12505,"159,32","0,45"
2819012,gmina Budry,węgorzewski,warmińsko-mazurskie,"174,97",2772,"15,84","-13,8"
1207102,gmina Niedźwiedź,limanowski,małopolskie,"74,22",7358,"99,14","1,73"
0418102,gmina Lubanie,włocławski,kujawsko-pomorskie,"69,41",4558,"65,67","-3,85"
2002032,gmina Dobrzyniewo Duże,białostocki,podlaskie,"161,13",9547,"59,25","17,46"
1815033,gmina Ropczyce,ropczycko-sędziszowski,podkarpackie,"139,08",27549,"198,08","2,8"
1813062,gmina Medyka,przemyski,podkarpackie,"60,62",6532,"107,75","-1,17"
3019083,gmina Wyrzysk,pilski,wielkopolskie,"159,05",13925,"87,55","-3,09"
0203022,gmina Głogów,głogowski,dolnośląskie,"84,79",6793,"80,12","8,38"
2609052,gmina Łoniów,sandomierski,świętokrzyskie,"86,85",7442,"85,69","-3,6"
3214053,gmina Ińsko,stargardzki,zachodniopomorskie,"151,01",3339,"22,11","-9,6"
2208032,gmina Cewice,lęborski,pomorskie,"187,61",7577,"40,39","1,46"
2603043,gmina Opatowiec,kazimierski,świętokrzyskie,"68,58",3265,"47,61","-2,54"
1413062,gmina Stupsk,mławski,mazowieckie,"117,99",4830,"40,94","-6,27"
1012022,gmina Dobryszyce,radomszczański,łódzkie,"50,82",4499,"88,53","6,07"
1411082,gmina Rzewnie,makowski,mazowieckie,"111,75",2605,"23,31","-8,8"
2011062,gmina Nowy Dwór,sokólski,podlaskie,"121,14",2583,"21,32","-14,66"
0619052,gmina Urszulin,włodawski,lubelskie,"172,14",4139,"24,04","-0,88"
3218032,gmina Radowo Małe,łobeski,zachodniopomorskie,"180,46",3566,"19,76","-8,27"
1408011,Legionowo,legionowski,mazowieckie,"13,54",53809,"3974,08","-2,02"
1005092,gmina Nieborów,łowicki,łódzkie,"103,9",9338,"89,87","-1,53"
0613012,gmina Dębowa Kłoda,parczewski,lubelskie,"188,37",3909,"20,75","-1,36"
2001022,gmina Augustów,augustowski,podlaskie,"266,61",6737,"25,27","-3,49"
0208031,Kudowa-Zdrój,kłodzki,dolnośląskie,"33,9",9852,"290,62","-7,24"
2607011,Ostrowiec Świętokrzyski,ostrowiecki,świętokrzyskie,"46,43",67975,"1464,03","-10,45"
0402022,gmina Bobrowo,brodnicki,kujawsko-pomorskie,"145,91",6336,"43,42","-2,25"
1814082,gmina Tryńcza,przeworski,podkarpackie,"70,06",8507,"121,42","2,88"
2204082,gmina Trąbki Wielkie,gdański,pomorskie,"162,58",11193,"68,85","4,81"
2012052,gmina Raczki,suwalski,podlaskie,"142,24",5884,"41,37","-6,27"
1015092,gmina Słupia,skierniewicki,łódzkie,"41,09",2603,"63,35","-5,95"
1206123,gmina Słomniki,krakowski,małopolskie,"112,98",13635,"120,69","-1,05"
2472011,Ruda Śląska,Ruda Śląska,śląskie,"77,73",137030,"1762,9","-4,16"
3207033,gmina Kamień Pomorski,kamieński,zachodniopomorskie,"208,54",14313,"68,63","0,82"
1210062,gmina Korzenna,nowosądecki,małopolskie,"106,95",14524,"135,8","3,82"
0810073,gmina Szprotawa,żagański,lubuskie,"232,53",20555,"88,4","-8,29"
3012052,gmina Rozdrażew,krotoszyński,wielkopolskie,"79,2",5180,"65,4","-2,24"
1216092,gmina Tarnów,tarnowski,małopolskie,"82,72",26238,"317,19","5,42"
1814062,gmina Przeworsk,przeworski,podkarpackie,"90,8",14867,"163,73","-0,02"
2815092,gmina Ostróda,ostródzki,warmińsko-mazurskie,"400,89",16107,"40,18","1,18"
1407072,gmina Sieciechów,kozienicki,mazowieckie,"62,52",3883,"62,11","-8,36"
3027062,gmina Przykona,turecki,wielkopolskie,"110,92",4598,"41,45","9,68"
2209073,gmina Nowy Staw,malborski,pomorskie,"114,3",7617,"66,64","-0,17"
1018052,gmina Łubnice,wieruszowski,łódzkie,"60,83",4017,"66,04","-8,32"
2473011,Rybnik,Rybnik,śląskie,"148,36",137782,"928,7","-3,11"
2011083,gmina Sokółka,sokólski,podlaskie,"313,56",25266,"80,58","-6,82"
1206022,gmina Igołomia-Wawrzeńczyce,krakowski,małopolskie,"62,79",7706,"122,73","-0,22"
2403021,Ustroń,cieszyński,śląskie,"59,03",16055,"271,98","0,1"
0603142,gmina Żmudź,chełmski,lubelskie,"136,07",3032,"22,28","-12,02"
0603132,gmina Wojsławice,chełmski,lubelskie,"110,46",3724,"33,71","-10,86"
1203022,gmina Babice,chrzanowski,małopolskie,"54,04",9097,"168,34","-0,44"
2402022,gmina Bestwina,bielski,śląskie,"37,92",11931,"314,64","8,41"
3262011,Szczecin,Szczecin,zachodniopomorskie,"300,6",400990,"1333,97","-2,82"
3004042,gmina Pępowo,gostyński,wielkopolskie,"86,59",5948,"68,69","-2,01"
0406033,gmina Łasin,grudziądzki,kujawsko-pomorskie,"136,55",7807,"57,17","-9,88"
2812011,Nowe Miasto Lubawskie,nowomiejski,warmińsko-mazurskie,"11,37",10832,"952,68","-7,22"
1609012,gmina Chrząstowice,opolski,opolskie,"82,35",7047,"85,57","6,42"
2407083,gmina Woźniki,lubliniecki,śląskie,"127,62",9594,"75,18","-1,87"
3013012,gmina Krzemieniewo,leszczyński,wielkopolskie,"113,19",8286,"73,2","-4,82"
3202012,gmina Bierzwnik,choszczeński,zachodniopomorskie,"239,06",4658,"19,48","-5,59"
0206021,Kowary,karkonoski[a],dolnośląskie,"37,39",10741,"287,27","-11,79"
2003052,gmina Brańsk,bielski,podlaskie,"227,43",5589,"24,57","-15,94"
0607023,gmina Annopol,kraśnicki,lubelskie,"151,13",8555,"56,61","-9,1"
0605032,gmina Dzwola,janowski,lubelskie,"200,37",6196,"30,92","-8,72"
1402042,gmina Gołymin-Ośrodek,ciechanowski,mazowieckie,"110,71",3726,"33,66","-13,32"
1424052,gmina Świercze,pułtuski,mazowieckie,"93,37",4631,"49,6","0,43"
1433082,gmina Stoczek,węgrowski,mazowieckie,"144,54",4952,"34,26","-4,73"
0809022,gmina Bojadła,zielonogórski,lubuskie,"102,27",3284,"32,11","0,1"
2007043,gmina Nowogród,łomżyński,podlaskie,"101,21",4019,"39,71","-3,54"
1215052,gmina Jordanów,suski,małopolskie,"92,45",11235,"121,53","4,94"
1437042,gmina Lutocin,żuromiński,mazowieckie,"126,45",4217,"33,35","-10,37"
0664011,Zamość,Zamość,lubelskie,"30,34",63223,"2083,82","-6,57"
0601021,Terespol,bialski,lubelskie,"10,11",5509,"544,91","-7,27"
0214083,gmina Twardogóra,oleśnicki,dolnośląskie,"167,86",12897,"76,83","-4,23"
1425103,gmina Skaryszew,radomski,mazowieckie,"171,27",14797,"86,4","4,8"
1416052,gmina Małkinia Górna,ostrowski,mazowieckie,"134,31",11591,"86,3","-5,12"
0212013,gmina Gryfów Śląski,lwówecki,dolnośląskie,"66,67",9623,"144,34","-5,48"
1403143,gmina Żelechów,garwoliński,mazowieckie,"87,49",8265,"94,47","-5,19"
2214032,gmina Morzeszczyn,tczewski,pomorskie,"91,19",3631,"39,82","-3,46"
0609072,gmina Jastków,lubelski,lubelskie,"113,13",14275,"126,18","10,56"
1462011,Płock,Płock,mazowieckie,"88,04",118989,"1351,53","-5,66"
0804032,gmina Kolsko,nowosolski,lubuskie,"80,7",3315,"41,08","-0,3"
0218043,gmina Środa Śląska,średzki,dolnośląskie,"215,96",19908,"92,18","2,61"
1016102,gmina Ujazd,tomaszowski,łódzkie,"96,95",7717,"79,6","-3,69"
3027052,gmina Malanów,turecki,wielkopolskie,"107,23",6570,"61,27","-0,41"
2804052,gmina Milejewo,elbląski,warmińsko-mazurskie,"158,4",3412,"21,54","1,96"
2002133,gmina Wasilków,białostocki,podlaskie,"127,12",17768,"139,77","32,4"
2213082,gmina Osiek,starogardzki,pomorskie,"156,16",2373,"15,2","-8,56"
0611052,gmina Łuków,łukowski,lubelskie,"307,55",18301,"59,51","5,02"
0617033,gmina Piaski,świdnicki,lubelskie,"169,86",10513,"61,89","-1,96"
1412142,gmina Stanisławów,miński,mazowieckie,"106,37",6795,"63,88","2,76"
