idx,commune,district,voivodeship,sth1,sth2,sth3,sth4
0220013,gmina Oborniki Śląskie,trzebnicki,dolnośląskie,"154,26",20346,"131,89","4,38"
0414072,gmina Osie,świecki,kujawsko-pomorskie,"209,04",5511,"26,36","2,55"
1413052,gmina Strzegowo,mławski,mazowieckie,"214,21",7444,"34,75","-8,06"
3026033,gmina Książ Wielkopolski,śremski,wielkopolskie,"147,92",8470,"57,26","-4,49"
0406052,gmina Rogóźno,grudziądzki,kujawsko-pomorskie,"116,24",4210,"36,22","0,87"
3021072,gmina Komorniki,poznański,wielkopolskie,"66,41",31136,"468,85","41,76"
1013062,gmina Sadkowice,rawski,łódzkie,"121,08",5400,"44,6","-8,97"
1012102,gmina Masłowice,radomszczański,łódzkie,"115,97",4142,"35,72","-3,12"
3208052,gmina Rymań,kołobrzeski,zachodniopomorskie,"146,15",3922,"26,84","-7,29"
0217043,gmina Strzelin,strzeliński,dolnośląskie,"171,41",22121,"129,05","-0,65"
1806042,gmina Niwiska,kolbuszowski,podkarpackie,"94,86",6077,"64,06","0,93"
0812023,gmina Szlichtyngowa,wschowski,lubuskie,"99,74",5019,"50,32","-2,84"
2805052,gmina Stare Juchy,ełcki,warmińsko-mazurskie,"197,02",3717,"18,87","-11,48"
1610013,gmina Biała,prudnicki,opolskie,"196,25",10572,"53,87","-3,54"
2209032,gmina Lichnowy,malborski,pomorskie,"88,91",4604,"51,78","-5,73"
1010052,gmina Łęki Szlacheckie,piotrkowski,łódzkie,"108,96",3418,"31,37","-10,04"
3014012,gmina Chrzypsko Wielkie,międzychodzki,wielkopolskie,"84,52",3302,"39,07","-2,11"
1217042,gmina Kościelisko,tatrzański,małopolskie,"136,68",8876,"64,94","5,97"
2011022,gmina Janów,sokólski,podlaskie,"207,81",4054,"19,51","-10,31"
1813023,gmina Dubiecko,przemyski,podkarpackie,"154,25",9143,"59,27","-5,12"
2210052,gmina Sztutowo,nowodworski,pomorskie,"111,53",3635,"32,59","-2,92"
2802042,gmina Lelkowo,braniewski,warmińsko-mazurskie,"198,16",2794,"14,1","-16,84"
0226032,gmina Pielgrzymka,złotoryjski,dolnośląskie,"104,85",4538,"43,28","-5,95"
1426042,gmina Mokobody,siedlecki,mazowieckie,"119,31",4933,"41,35",-7
1009013,gmina Działoszyn,pajęczański,łódzkie,"120,92",12387,"102,44","-7,61"
1002022,gmina Bedlno,kutnowski,łódzkie,"126,02",5329,"42,29","-9,21"
0620112,gmina Stary Zamość,zamojski,lubelskie,"97,51",5150,"52,82","-5,13"
1408052,gmina Wieliszew,legionowski,mazowieckie,"106,09",15628,"147,31","53,1"
1216022,gmina Gromnik,tarnowski,małopolskie,"69,73",8947,"128,31","3,38"
1428082,gmina Teresin,sochaczewski,mazowieckie,"87,96",11586,"131,72","4,5"
1406113,gmina Warka,grójecki,mazowieckie,"202,27",19227,"95,06","-0,47"
1611063,gmina Ujazd,strzelecki,opolskie,"83,31",6415,77,"2,4"
3009032,gmina Chodów,kolski,wielkopolskie,"77,79",2991,"38,45","-13,13"
1611012,gmina Izbicko,strzelecki,opolskie,"84,51",5401,"63,91","-0,55"
2814122,gmina Świątki,olsztyński,warmińsko-mazurskie,"164,15",4002,"24,38","-13,53"
2205023,gmina Kartuzy,kartuski,pomorskie,"206,45",34092,"165,13","4,16"
0803042,gmina Pszczew,międzyrzecki,lubuskie,"177,67",4273,"24,05","-0,78"
2414031,Lędziny,bieruńsko-lędziński,śląskie,"31,65",16783,"530,27","0,5"
2005032,gmina Czeremcha,hajnowski,podlaskie,"96,82",3077,"31,78","-18,77"
1020072,gmina Parzęczew,zgierski,łódzkie,"103,89",5157,"49,64","6,88"
1203053,gmina Trzebinia,chrzanowski,małopolskie,"105,4",33702,"319,75","-4,48"
2216053,gmina Sztum,sztumski,pomorskie,"181,06",18243,"100,76","-6,76"
1429092,gmina Sterdyń,sokołowski,mazowieckie,"129,97",3868,"29,76","-14,56"
0612063,gmina Poniatowa,opolski,lubelskie,"84,54",14094,"166,71","-8,6"
0204032,gmina Niechlów,górowski,dolnośląskie,"151,03",4829,"31,97","-11,93"
1434113,gmina Tłuszcz,wołomiński,mazowieckie,"103,01",20101,"195,14","3,42"
1004063,gmina Piątek,łęczycki,łódzkie,"133,18",5960,"44,75","-7,66"
2201072,gmina Parchowo,bytowski,pomorskie,"131,21",3798,"28,95","5,77"
2403011,Cieszyn,cieszyński,śląskie,"28,61",34297,"1198,78","-6,37"
0205042,gmina Mściwojów,jaworski,dolnośląskie,"71,94",4041,"56,17","-7,88"
2609011,Sandomierz,sandomierski,świętokrzyskie,"28,69",23238,"809,97","-9,54"
1202033,gmina Czchów,brzeski,małopolskie,"66,43",9848,"148,25","-0,03"
1010042,gmina Grabica,piotrkowski,łódzkie,"127,62",6061,"47,49","-1,21"
1814032,gmina Gać,przeworski,podkarpackie,"35,96",4615,"128,34","-0,36"
0803053,gmina Skwierzyna,międzyrzecki,lubuskie,"284,81",12028,"42,23","-6,4"
0618123,gmina Tyszowce,tomaszowski,lubelskie,"128,31",5477,"42,69","-12,69"
2607022,gmina Bałtów,ostrowiecki,świętokrzyskie,"105,07",3375,"32,12","-12,33"
2008063,gmina Mońki,moniecki,podlaskie,"161,55",14826,"91,77","-4,43"
1016042,gmina Czerniewice,tomaszowski,łódzkie,"128,07",5039,"39,35","-6,21"
1412062,gmina Dobre,miński,mazowieckie,"124,9",5995,48,"-1,16"
0613072,gmina Sosnowica,parczewski,lubelskie,"171,62",2564,"14,94","-6,92"
2815011,Ostróda,ostródzki,warmińsko-mazurskie,"14,15",32816,"2319,15","-4,03"
2012082,gmina Szypliszki,suwalski,podlaskie,"156,43",3896,"24,91","-2,81"
2479011,Żory,Żory,śląskie,"64,64",62670,"969,52","3,03"
1402092,gmina Sońsk,ciechanowski,mazowieckie,"154,71",7727,"49,95","-4,79"
0603072,gmina Leśniowice,chełmski,lubelskie,"117,66",3561,"30,27","-9,82"
0225072,gmina Zgorzelec,zgorzelecki,dolnośląskie,"137,15",8521,"62,13","3,35"
1212073,gmina Wolbrom,olkuski,małopolskie,"146,78",22670,"154,45","-5,47"
3021172,gmina Tarnowo Podgórne,poznański,wielkopolskie,"101,75",28544,"280,53","33,34"
1803052,gmina Jodłowa,dębicki,podkarpackie,"59,92",5354,"89,35","-3,09"
0804011,Nowa Sól,nowosolski,lubuskie,"21,8",38566,"1769,08","-4,42"
3208042,gmina Kołobrzeg,kołobrzeski,zachodniopomorskie,"144,03",10975,"76,2","7,21"
1002052,gmina Krzyżanów,kutnowski,łódzkie,"103,06",4236,"41,1","-3,28"
2810011,Mrągowo,mrągowski,warmińsko-mazurskie,"14,81",21448,"1448,21","-7,14"
2403103,gmina Skoczów,cieszyński,śląskie,"63,55",26878,"422,94","1,22"
2613022,gmina Krasocin,włoszczowski,świętokrzyskie,"192,79",10595,"54,96","-2,44"
3023022,gmina Lądek,słupecki,wielkopolskie,"98,58",5753,"58,36","-2,59"
0411011,Radziejów,radziejowski,kujawsko-pomorskie,"5,69",5519,"969,95","-6,5"
3026023,gmina Dolsk,śremski,wielkopolskie,"124,48",5899,"47,39","0,85"
3021021,Puszczykowo,poznański,wielkopolskie,"16,39",9631,"587,61","-2,41"
1209062,gmina Siepraw,myślenicki,małopolskie,"31,85",9044,"283,96","10,08"
1809023,gmina Cieszanów,lubaczowski,podkarpackie,"219,44",7118,"32,44","-11,4"
1429022,gmina Bielany,sokołowski,mazowieckie,"110,07",3578,"32,51","-8,25"
1207072,gmina Limanowa,limanowski,małopolskie,"152,23",25710,"168,89","8,02"
2816023,gmina Orzysz,piski,warmińsko-mazurskie,"362,57",8827,"24,35","-12,16"
1020031,Zgierz,zgierski,łódzkie,"42,33",55985,"1322,58","-4,55"
2013033,gmina Czyżew,wysokomazowiecki,podlaskie,"130,4",6333,"48,57","-5,16"
1211032,gmina Czarny Dunajec,nowotarski,małopolskie,"217,35",22647,"104,2","4,07"
1425042,gmina Jastrzębia,radomski,mazowieckie,"89,76",7017,"78,18","2,58"
0619042,gmina Stary Brus,włodawski,lubelskie,"131,67",2089,"15,87","-4,43"
0415022,gmina Chełmża,toruński,kujawsko-pomorskie,"178,95",9821,"54,88","-0,51"
2003042,gmina Boćki,bielski,podlaskie,"231,89",4157,"17,93","-19,2"
1425052,gmina Jedlińsk,radomski,mazowieckie,"138,72",14552,"104,9","4,81"
1211132,gmina Spytkowice,nowotarski,małopolskie,"32,18",4618,"143,51","7,55"
1609052,gmina Łubniany,opolski,opolskie,"126,05",9912,"78,64","6,37"
0407042,gmina Inowrocław,inowrocławski,kujawsko-pomorskie,"171,65",11817,"68,84","4,38"
0413043,gmina Więcbork,sępoleński,kujawsko-pomorskie,"236,02",13340,"56,52","-0,7"
0804063,gmina Nowe Miasteczko,nowosolski,lubuskie,"76,86",5340,"69,48","-8,29"
3202063,gmina Recz,choszczeński,zachodniopomorskie,"180,37",5431,"30,11","-11,63"
0209052,gmina Legnickie Pole,legnicki,dolnośląskie,"85,24",5191,"60,9","-3,57"
1437022,gmina Kuczbork-Osada,żuromiński,mazowieckie,"121,59",4691,"38,58","-10,16"
1410052,gmina Sarnaki,łosicki,mazowieckie,"197,49",4628,"23,43","-15,5"
0216053,gmina Przemków,polkowicki,dolnośląskie,"107,45",8308,"77,32","-8,33"
1213043,gmina Kęty,oświęcimski,małopolskie,"76,08",34100,"448,21","-2,42"
1207011,Limanowa,limanowski,małopolskie,"18,7",15142,"809,73","0,31"
3022033,gmina Miejska Górka,rawicki,wielkopolskie,"103,48",9222,"89,12","-4,16"
2807011,Iława,iławski,warmińsko-mazurskie,"21,88",33315,"1522,62","1,88"
3209063,gmina Polanów,koszaliński,zachodniopomorskie,"393,35",8558,"21,76","-11,31"
0222033,gmina Wołów,wołowski,dolnośląskie,"331,1",22389,"67,62","-3,27"
2604172,gmina Nowiny[b],kielecki,świętokrzyskie,"45,61",7919,"173,62","6,09"
1003042,gmina Widawa,łaski,łódzkie,"178,31",7279,"40,82","-7,75"
0603042,gmina Dorohusk,chełmski,lubelskie,"192,42",6357,"33,04","-8,25"
3018052,gmina Kraszewice,ostrzeszowski,wielkopolskie,"74,93",3630,"48,45","1,84"
3205083,gmina Trzebiatów,gryficki,zachodniopomorskie,"225,14",16043,"71,26","-7,33"
1009052,gmina Rząśnia,pajęczański,łódzkie,"86,14",4935,"57,29","3,88"
1015082,gmina Skierniewice,skierniewicki,łódzkie,"131,3",7632,"58,13","7,04"
3211012,gmina Dobra (Szczecińska),policki,zachodniopomorskie,"110,28",24749,"224,42","40,74"
3009063,gmina Kłodawa,kolski,wielkopolskie,"128,93",12770,"99,05","-6,87"
3006032,gmina Kotlin,jarociński,wielkopolskie,"83,92",7421,"88,43","-2,73"
0418123,gmina Lubraniec,włocławski,kujawsko-pomorskie,"148,03",9382,"63,38","-7,35"
1421011,Piastów,pruszkowski,mazowieckie,"5,76",22617,"3926,56","-1,59"
1211023,gmina Szczawnica,nowotarski,małopolskie,"87,9",7174,"81,62","-6,51"
1603011,Kędzierzyn-Koźle,kędzierzyńsko-kozielski,opolskie,"123,71",60383,"488,1","-8,5"
0416022,gmina Gostycyn,tucholski,kujawsko-pomorskie,"135,8",5187,"38,2","-3,89"
3027011,Turek,turecki,wielkopolskie,"16,17",26704,"1651,45","-8,24"
0226011,Wojcieszów,złotoryjski,dolnośląskie,"32,17",3626,"112,71","-8,76"
1006022,gmina Andrespol,łódzki wschodni,łódzkie,"25,74",14282,"554,86","10,76"
3009113,gmina Przedecz,kolski,wielkopolskie,"76,45",4084,"53,42","-9,92"
2417142,gmina Ujsoły,żywiecki,śląskie,"109,81",4420,"40,25","-10,12"
1425062,gmina Jedlnia-Letnisko,radomski,mazowieckie,"65,58",12864,"196,16","6,8"
1404043,gmina Sanniki,gostyniński,mazowieckie,"94,59",5991,"63,34","-8,05"
0811102,gmina Żary,żarski,lubuskie,"293,62",12339,"42,02","-0,57"
3217033,gmina Mirosławiec,wałecki,zachodniopomorskie,"203,35",5391,"26,51","-8,15"
1427062,gmina Szczutowo,sierpecki,mazowieckie,"112,68",4302,"38,18","2,02"
0407033,gmina Gniewkowo,inowrocławski,kujawsko-pomorskie,"179,72",14386,"80,05","-4,32"
2014022,gmina Kołaki Kościelne,zambrowski,podlaskie,"73,65",2281,"30,97","-10,17"
1418063,gmina Tarczyn,piaseczyński,mazowieckie,"114,27",11567,"101,23","4,95"
1010032,gmina Gorzkowice,piotrkowski,łódzkie,"102,17",8483,"83,03","-1,29"
1432063,gmina Ożarów Mazowiecki,warszawski zachodni,mazowieckie,"71,27",25840,"362,56","27,72"
1017082,gmina Skomlin,wieluński,łódzkie,"55,2",3324,"60,22","-2,79"
1003032,gmina Sędziejowice,łaski,łódzkie,"120,04",6360,"52,98","-3,23"
1212032,gmina Bolesław,olkuski,małopolskie,"40,71",7765,"190,74","0,09"
0414063,gmina Nowe,świecki,kujawsko-pomorskie,"106,71",10151,"95,13","-8,55"
3021042,gmina Czerwonak,poznański,wielkopolskie,"82,48",27697,"335,8","4,16"
1607063,gmina Otmuchów,nyski,opolskie,"187,4",13440,"71,72","-6,15"
0223022,gmina Długołęka,wrocławski,dolnośląskie,"212,84",34471,"161,96","46,2"
1217011,Zakopane,tatrzański,małopolskie,"84,26",26942,"319,75",-4
0410013,gmina Kcynia,nakielski,kujawsko-pomorskie,"296,63",13272,"44,74","-5,19"
2002152,gmina Zawady,białostocki,podlaskie,"112,14",2703,"24,1","-9,32"
1423032,gmina Klwów,przysuski,mazowieckie,"86,75",3366,"38,8","-7,7"
2011052,gmina Kuźnica,sokólski,podlaskie,"133,36",3894,"29,2","-15,83"
1817022,gmina Besko,sanocki,podkarpackie,"27,48",4509,"164,08","0,22"
0601042,gmina Drelów,bialski,lubelskie,"228,06",5335,"23,39","-8,54"
3010052,gmina Kramsk,koniński,wielkopolskie,"132,04",11290,"85,5","6,19"
0213012,gmina Cieszków,milicki,dolnośląskie,"100,83",4660,"46,22","0,93"
3029012,gmina Przemęt,wolsztyński,wielkopolskie,"225,14",14162,"62,9","1,35"
3005012,gmina Granowo,grodziski,wielkopolskie,"66,87",5069,"75,8","0,59"
0805033,gmina Ośno Lubuskie,słubicki,lubuskie,"197,64",6364,"32,2","-1,88"
1423052,gmina Potworów,przysuski,mazowieckie,"81,7",4193,"51,32","-5,74"
0614083,gmina Nałęczów,puławski,lubelskie,"62,94",8928,"141,85","-0,93"
0408043,gmina Dobrzyń nad Wisłą,lipnowski,kujawsko-pomorskie,"115,18",7570,"65,72","-6,95"
2861011,Elbląg,Elbląg,warmińsko-mazurskie,"79,82",119097,"1492,07","-5,4"
1412052,gmina Dębe Wielkie,miński,mazowieckie,"77,72",10610,"136,52","16,93"
2002042,gmina Gródek,białostocki,podlaskie,"429,7",5111,"11,89","-11,72"
3004052,gmina Piaski,gostyński,wielkopolskie,"100,73",8623,"85,61","0,35"
1816092,gmina Krasne,rzeszowski,podkarpackie,"39,1",11682,"298,77","19,82"
2411053,gmina Kuźnia Raciborska,raciborski,śląskie,"126,62",11731,"92,65","-4,76"
1435032,gmina Rząśnik,wyszkowski,mazowieckie,"167,43",7004,"41,83","0,19"
2802062,gmina Płoskinia,braniewski,warmińsko-mazurskie,"169,93",2475,"14,56","-8,86"
1436022,gmina Policzna,zwoleński,mazowieckie,"112,52",5441,"48,36","-10,61"
1820032,gmina Grębów,tarnobrzeski,podkarpackie,"187,2",10017,"53,51","3,28"
2410012,gmina Goczałkowice-Zdrój,pszczyński,śląskie,"47,39",6758,"142,6","2,33"
2401031,Wojkowice,będziński,śląskie,"12,79",8925,"697,81","-3,63"
1011033,gmina Poddębice,poddębicki,łódzkie,"224,54",15432,"68,73","-5,98"
1018032,gmina Galewice,wieruszowski,łódzkie,"135,77",6096,"44,9","-6,96"
0414112,gmina Warlubie,świecki,kujawsko-pomorskie,"201,11",6494,"32,29","-3,57"
1811062,gmina Padew Narodowa,mielecki,podkarpackie,"71,25",5386,"75,59","1,86"
1816102,gmina Lubenia,rzeszowski,podkarpackie,"54,91",6441,"117,3",0
0416042,gmina Lubiewo,tucholski,kujawsko-pomorskie,"162,8",5976,"36,71","3,37"
2814033,gmina Dobre Miasto,olsztyński,warmińsko-mazurskie,"258,69",15810,"61,12","-5,01"
0206072,gmina Mysłakowice,karkonoski[a],dolnośląskie,"87,98",10142,"115,28","-4,79"
1209022,gmina Lubień,myślenicki,małopolskie,"75,1",10090,"134,35","3,29"
0804052,gmina Nowa Sól,nowosolski,lubuskie,"175,96",6930,"39,38","1,06"
0219063,gmina Strzegom,świdnicki,dolnośląskie,"144,65",25608,"177,03","-6,63"
2611042,gmina Pawłów,starachowicki,świętokrzyskie,"137,37",15192,"110,59","-1,16"
2801063,gmina Sępopol,bartoszycki,warmińsko-mazurskie,"246,38",6139,"24,92","-11,51"
1217022,gmina Biały Dunajec,tatrzański,małopolskie,"35,23",7177,"203,72","1,91"
0606062,gmina Kraśniczyn,krasnostawski,lubelskie,"110,09",3612,"32,81","-11,01"
1604043,gmina Wołczyn,kluczborski,opolskie,"240,97",13407,"55,64","-9,61"
1004032,gmina Góra Świętej Małgorzaty,łęczycki,łódzkie,"90,26",4342,"48,11","-5,62"
0208083,gmina Lądek-Zdrój,kłodzki,dolnośląskie,"117,27",8171,"69,68","-8,62"
3010123,gmina Ślesin,koniński,wielkopolskie,"145,63",14062,"96,56","2,17"
3031053,gmina Okonek,złotowski,wielkopolskie,"325,99",8446,"25,91","-9,83"
3007072,gmina Mycielin,kaliski,wielkopolskie,"110,89",4869,"43,91","-2,86"
1014093,gmina Warta,sieradzki,łódzkie,"254,34",12589,"49,5","-5,91"
0610022,gmina Ludwin,łęczyński,lubelskie,"122,17",5657,"46,3","8,02"
0409033,gmina Mogilno,mogileński,kujawsko-pomorskie,"256,2",24526,"95,73","-4,2"
2204062,gmina Pszczółki,gdański,pomorskie,"50,12",9758,"194,69","15,03"
0211022,gmina Lubin,lubiński,dolnośląskie,"289,78",16328,"56,35","18,92"
2604092,gmina Masłów,kielecki,świętokrzyskie,"85,55",11087,"129,6","10,84"
1405062,gmina Żabia Wola,grodziski,mazowieckie,"105,43",9097,"86,28","24,53"
2212011,Ustka,słupski,pomorskie,"10,19",15273,"1498,82","-10,7"
0809082,gmina Trzebiechów,zielonogórski,lubuskie,"80,96",3363,"41,54","-5,39"
0417052,gmina Ryńsk,wąbrzeski,kujawsko-pomorskie,"200,73",8579,"42,74","-2,44"
3205043,gmina Płoty,gryficki,zachodniopomorskie,"239,19",8758,"36,62","-6,72"
1415052,gmina Kadzidło,ostrołęcki,mazowieckie,"258,88",11330,"43,77","-3,59"
3263011,Świnoujście,Świnoujście,zachodniopomorskie,"197,23",40864,"207,19","-1,33"
2213102,gmina Skórcz,starogardzki,pomorskie,"96,86",4594,"47,43","-2,1"
3206053,gmina Mieszkowice,gryfiński,zachodniopomorskie,"238,65",7006,"29,36","-12,48"
0209082,gmina Ruja,legnicki,dolnośląskie,"73,3",2578,"35,17","-7,51"
3010013,gmina Golina,koniński,wielkopolskie,"98,97",12078,"122,04","2,44"
3015063,gmina Zbąszyń,nowotomyski,wielkopolskie,"179,99",13835,"76,87","4,08"
0216013,gmina Chocianów,polkowicki,dolnośląskie,"221,66",12793,"57,71","-3,47"
2602063,gmina Sędziszów,jędrzejowski,świętokrzyskie,"145,65",12389,"85,06","-6,61"
3019062,gmina Szydłowo,pilski,wielkopolskie,"267,46",9278,"34,69","15,33"
1424012,gmina Gzy,pułtuski,mazowieckie,"104,46",3737,"35,77","-11,33"
2403082,gmina Hażlach,cieszyński,śląskie,"48,78",10914,"223,74","5,71"
2416083,gmina Szczekociny,zawierciański,śląskie,"133,93",7621,"56,9","-10,37"
2209082,gmina Stare Pole,malborski,pomorskie,"79,49",4710,"59,25","0,71"
0206092,gmina Stara Kamienica,karkonoski[a],dolnośląskie,"110,5",5242,"47,44","-1,65"
3002083,gmina Wieleń,czarnkowsko-trzcianecki,wielkopolskie,"430,09",12257,"28,5","-7,95"
0620122,gmina Sułów,zamojski,lubelskie,"93,24",4448,"47,7","-10,13"
3214042,gmina Dolice,stargardzki,zachodniopomorskie,"237,17",7743,"32,65","-9,17"
2613063,gmina Włoszczowa,włoszczowski,świętokrzyskie,"254,61",19234,"75,54","-6,13"
1218042,gmina Lanckorona,wadowicki,małopolskie,"40,43",6227,"154,02","1,4"
3218013,gmina Dobra,łobeski,zachodniopomorskie,"115,9",4347,"37,51","-10,44"
2807021,Lubawa,iławski,warmińsko-mazurskie,"16,84",10390,"616,98","3,88"
0620043,gmina Krasnobród,zamojski,lubelskie,"126,89",7081,"55,8","-4,85"
0619072,gmina Wola Uhruska,włodawski,lubelskie,"154,07",3840,"24,92",-6
1804052,gmina Laszki,jarosławski,podkarpackie,138,6923,"50,17","-3,4"
2405032,gmina Gierałtowice,gliwicki,śląskie,"38,06",12228,"321,28","7,64"
2005052,gmina Dubicze Cerkiewne,hajnowski,podlaskie,"151,44",1470,"9,71","-18,35"
1423063,gmina Przysucha,przysuski,mazowieckie,"181,86",11754,"64,63","-8,91"
2808043,gmina Korsze,kętrzyński,warmińsko-mazurskie,"249,84",9615,"38,48","-10,75"
2404072,gmina Konopiska,częstochowski,śląskie,"78,51",10713,"136,45","-1,4"
1803072,gmina Żyraków,dębicki,podkarpackie,"110,38",14248,"129,08","7,43"
1809082,gmina Wielkie Oczy,lubaczowski,podkarpackie,"146,24",3797,"25,96","-5,64"
1012042,gmina Gomunice,radomszczański,łódzkie,"62,45",5853,"93,72","-3,11"
0265011,Wałbrzych,Wałbrzych,dolnośląskie,"84,7",110603,"1305,82","-10,22"
0409012,gmina Dąbrowa,mogileński,kujawsko-pomorskie,"110,29",4601,"41,72","-1,73"
1216143,gmina Zakliczyn,tarnowski,małopolskie,"122,06",12492,"102,34","1,82"
1421052,gmina Nadarzyn,pruszkowski,mazowieckie,"73,45",14215,"193,53","24,48"
0209032,gmina Krotoszyce,legnicki,dolnośląskie,"67,5",3322,"49,21","3,64"
0803032,gmina Przytoczna,międzyrzecki,lubuskie,"184,82",5609,"30,35","-5,41"
1017062,gmina Ostrówek,wieluński,łódzkie,"101,38",4498,"44,37","-4,48"
0210072,gmina Siekierczyn,lubański,dolnośląskie,"49,5",4491,"90,73","-2,88"
3017042,gmina Ostrów Wielkopolski,ostrowski,wielkopolskie,"207,86",19149,"92,12","0,84"
3211022,gmina Kołbaskowo,policki,zachodniopomorskie,"105,46",13609,"129,04","27,95"
1205042,gmina Gorlice,gorlicki,małopolskie,"102,85",17292,"168,13","2,91"
0212043,gmina Mirsk,lwówecki,dolnośląskie,"186,5",8496,"45,55","-6,35"
2815022,gmina Dąbrówno,ostródzki,warmińsko-mazurskie,"165,74",4278,"25,81","-6,38"
1407042,gmina Grabów nad Pilicą,kozienicki,mazowieckie,"124,72",3911,"31,36","0,85"
2213112,gmina Smętowo Graniczne,starogardzki,pomorskie,"86,01",5168,"60,09","-4,28"
2602052,gmina Oksa,jędrzejowski,świętokrzyskie,"90,72",4552,"50,18","-2,26"
3201011,Białogard,białogardzki,zachodniopomorskie,"25,73",24049,"934,67","-4,19"
0608022,gmina Abramów,lubartowski,lubelskie,"84,6",4015,"47,46","-6,72"
1821042,gmina Olszanica,leski,podkarpackie,"93,54",4887,"52,25",-5
3012043,gmina Krotoszyn,krotoszyński,wielkopolskie,"255,8",40333,"157,67","-2,23"
1804042,gmina Jarosław,jarosławski,podkarpackie,"113,48",13245,"116,72","1,84"
1204032,gmina Gręboszów,dąbrowski,małopolskie,"48,51",3322,"68,48","-3,29"
1413042,gmina Radzanów,mławski,mazowieckie,"98,86",3243,"32,8","-14,67"
2207043,gmina Prabuty,kwidzyński,pomorskie,"197,13",13043,"66,16","-3,25"
1210022,gmina Chełmiec,nowosądecki,małopolskie,"111,97",28927,"258,35","9,63"
0226021,Złotoryja,złotoryjski,dolnośląskie,"11,51",15395,"1337,53","-9,54"
0618112,gmina Tomaszów Lubelski,tomaszowski,lubelskie,"170,89",11316,"66,22","-0,82"
1006082,gmina Nowosolna,łódzki wschodni,łódzkie,"53,98",5123,"94,91","20,95"
2805042,gmina Prostki,ełcki,warmińsko-mazurskie,"231,08",7228,"31,28","-8,7"
1214042,gmina Pałecznica,proszowicki,małopolskie,"47,88",3563,"74,42","-7,37"
1205102,gmina Uście Gorlickie,gorlicki,małopolskie,"287,8",6863,"23,85","1,36"
0462011,Grudziądz,Grudziądz,kujawsko-pomorskie,"57,76",94076,"1628,74","-5,97"
1012072,gmina Kodrąb,radomszczański,łódzkie,"105,83",4493,"42,45","-6,44"
3206063,gmina Moryń,gryfiński,zachodniopomorskie,"124,57",4258,"34,18","-5,34"
1437033,gmina Lubowidz,żuromiński,mazowieckie,"190,78",6814,"35,72","-8,42"
2401021,Czeladź,będziński,śląskie,"16,38",31287,"1910,07","-6,74"
0803023,gmina Międzyrzecz,międzyrzecki,lubuskie,"315,32",24734,"78,44","-5,29"
0809053,gmina Nowogród Bobrzański,zielonogórski,lubuskie,"259,69",9415,"36,25","-0,81"
1208053,gmina Miechów,miechowski,małopolskie,"148,36",19607,"132,16","-3,46"
0603082,gmina Rejowiec Fabryczny,chełmski,lubelskie,"87,74",4225,"48,15","-3,53"
0601082,gmina Leśna Podlaska,bialski,lubelskie,"98,23",4293,"43,7","0,39"
0201032,gmina Gromadka,bolesławiecki,dolnośląskie,"267,68",5337,"19,94","-2,73"
3002062,gmina Połajewo,czarnkowsko-trzcianecki,wielkopolskie,"141,46",6163,"43,57","-2,69"
1217052,gmina Poronin,tatrzański,małopolskie,"83,62",11677,"139,64","3,59"
1211062,gmina Krościenko nad Dunajcem,nowotarski,małopolskie,"57,12",6780,"118,7","-0,74"
0618132,gmina Ulhówek,tomaszowski,lubelskie,"146,63",4465,"30,45","-22,88"
1020083,gmina Stryków,zgierski,łódzkie,"157,9",12746,"80,72","7,19"
0201011,Bolesławiec,bolesławiecki,dolnośląskie,"23,57",38717,"1642,64","-3,36"
1216133,gmina Wojnicz,tarnowski,małopolskie,"79,31",13397,"168,92","-0,82"
0614092,gmina Puławy,puławski,lubelskie,"161,19",12158,"75,43","4,59"
1427072,gmina Zawidz,sierpecki,mazowieckie,"185,83",6550,"35,25","-10,27"
0262011,Legnica,Legnica,dolnośląskie,"56,29",99072,"1760,03","-4,61"
2806011,Giżycko,giżycki,warmińsko-mazurskie,"13,72",29236,"2130,9","-3,8"
2413052,gmina Krupski Młyn,tarnogórski,śląskie,"39,08",3171,"81,14","-2,72"
1606012,gmina Domaszowice,namysłowski,opolskie,"114,03",3580,"31,4","-5,34"
1415112,gmina Troszyn,ostrołęcki,mazowieckie,"156,3",4754,"30,42","-7,39"
0210062,gmina Platerówka,lubański,dolnośląskie,"47,9",1621,"33,84","1,65"
2811012,gmina Janowiec Kościelny,nidzicki,warmińsko-mazurskie,"135,92",3184,"23,43","-4,56"
2409023,gmina Koziegłowy,myszkowski,śląskie,"159,64",14324,"89,73","-0,81"
0405062,gmina Zbójno,golubsko-dobrzyński,kujawsko-pomorskie,"84,32",4373,"51,86","-0,46"
2818022,gmina Dubeninki,gołdapski,warmińsko-mazurskie,"205,29",2857,"13,92","-15,38"
0618042,gmina Krynice,tomaszowski,lubelskie,"73,56",3208,"43,61","-7,37"
1863011,Rzeszów,Rzeszów,podkarpackie,"126,61",196821,"1554,55","9,93"
3005032,gmina Kamieniec,grodziski,wielkopolskie,"133,82",6625,"49,51","-3,55"
1420043,gmina Czerwińsk nad Wisłą,płoński,mazowieckie,"144,11",7626,"52,92","-5,49"
1219012,gmina Biskupice,wielicki,małopolskie,"41,14",10522,"255,76","14,68"
2407062,gmina Koszęcin,lubliniecki,śląskie,"129,18",11795,"91,31","-1,55"
